id,classification_predictions,regression_predictions,isHigh,isLow,energy_1vs3,energy_6vs10,energy_20vs30,prob
a923fd6cad7acbc446b1a58cceb28bb5e1392593,0.0,1.0,0.0045062304,0.89641553,[9.8577070e-01 0.0000000e+00 0.0000000e+00 2.5624831e-05],[9.9991083e-01 0.0000000e+00 0.0000000e+00 1.7362662e-08],[0.58484626 0.         0.         0.174456  ],0.0
6237039d9bd0cde0f7b51affb434a6f0a45eebe6,0.0,1.0,0.003154397,0.8898547,[9.8476863e-01 0.0000000e+00 0.0000000e+00 1.5911375e-05],[9.999082e-01 0.000000e+00 0.000000e+00 1.746715e-08],[0.57711166 0.         0.         0.1709805 ],0.0
ec29387e24e37ae068b9eb333127e09a32ec630d,0.0,1.0,0.007879674,0.8959162,[9.83274281e-01 0.00000000e+00 0.00000000e+00 1.03127395e-05],[9.9992478e-01 0.0000000e+00 0.0000000e+00 1.3017616e-08],[0.5816267  0.         0.         0.17479563],0.0
dd07e50f5dea702ed1349956f85cf592819dcf63,0.0,1.0,0.0038608015,0.8321021,[9.8253512e-01 0.0000000e+00 0.0000000e+00 3.0055377e-05],[9.9989915e-01 0.0000000e+00 0.0000000e+00 1.8767567e-08],[0.57860994 0.         0.         0.17419255],0.0
e63da2e3f3808814c42af80ea1bd68b81ef15f52,0.0,1.0,0.006429553,0.86598486,[9.819759e-01 0.000000e+00 0.000000e+00 7.957285e-06],[9.99922633e-01 0.00000000e+00 0.00000000e+00 1.27933015e-08],[0.5773889  0.         0.         0.17726426],0.0
644149b7ed393f083adae078913e0ff7f4f50603,0.0,1.0,0.009633392,0.9080935,[9.8173094e-01 0.0000000e+00 0.0000000e+00 1.3753551e-05],[9.9990141e-01 0.0000000e+00 0.0000000e+00 2.0572596e-08],[0.57047945 0.         0.         0.17703421],0.0
267dfe3e74295574846f06cee503751ac2f1583b,0.0,1.0,0.0039367676,0.9096682,[9.8171562e-01 0.0000000e+00 0.0000000e+00 2.0062082e-05],[9.9990356e-01 0.0000000e+00 0.0000000e+00 1.8391386e-08],[0.5652153  0.         0.         0.18552408],0.0
0e5a46fe7b893f602e27620488b7b361e4e2b718,0.0,1.0,0.0071714222,0.7796999,[9.8102081e-01 0.0000000e+00 0.0000000e+00 1.0988519e-05],[9.9991465e-01 0.0000000e+00 0.0000000e+00 1.5761195e-08],[0.57506406 0.         0.         0.17617966],0.0
29b87e20024c5549e4cfe73e10ba10284c2639ca,0.0,1.0,0.009885162,0.9090695,[9.808905e-01 0.000000e+00 0.000000e+00 2.240910e-06],[9.9994886e-01 0.0000000e+00 0.0000000e+00 6.9922530e-09],[0.54922944 0.         0.         0.20104167],0.0
be32499910de2c7fb9640b90243294632cf083dc,0.0,1.0,0.0044742227,0.90891147,[9.807359e-01 0.000000e+00 0.000000e+00 1.823403e-05],[9.999380e-01 0.000000e+00 0.000000e+00 8.683037e-09],[0.5624172  0.         0.         0.18136619],0.0
b99d20186b2f10ad2e4b5442a961f10974e9d3e8,0.0,1.0,0.00849539,0.9151364,[9.8057419e-01 0.0000000e+00 0.0000000e+00 3.3236374e-05],[9.9992168e-01 0.0000000e+00 0.0000000e+00 1.4022353e-08],[0.5852718  0.         0.         0.17661618],0.0
44a240b8fa6950796caa30ea7fd250f88a991746,0.0,1.0,0.0027724802,0.9047909,[9.8043936e-01 0.0000000e+00 0.0000000e+00 1.7141982e-05],[9.9991548e-01 0.0000000e+00 0.0000000e+00 1.3892911e-08],[0.56232834 0.         0.         0.18079881],0.0
8ad04347f8c70a63e72758c23bdaf8bf80a53f8f,0.0,1.0,0.0030237734,0.88663936,[9.8010570e-01 0.0000000e+00 0.0000000e+00 8.2436445e-06],[9.9992180e-01 0.0000000e+00 0.0000000e+00 1.3485065e-08],[0.5736668 0.        0.        0.1749099],0.0
02b855e6e1dfed8845b80885a898a27efe562b9c,0.0,1.0,0.0025855005,0.9085063,[9.800719e-01 0.000000e+00 0.000000e+00 9.838058e-06],[9.9991322e-01 0.0000000e+00 0.0000000e+00 1.5873097e-08],[0.55517924 0.         0.         0.18748835],0.0
a2646526309859d9897f534439a287d239244683,0.0,1.0,0.00542593,0.870292,[9.7946507e-01 0.0000000e+00 0.0000000e+00 1.1501664e-05],[9.99922633e-01 0.00000000e+00 0.00000000e+00 1.13186385e-08],[0.5664063  0.         0.         0.17817234],0.0
aa5d2a41f7df170793fd80b84c76750a197be42c,0.0,1.0,0.005140692,0.91186297,[9.7867876e-01 0.0000000e+00 0.0000000e+00 2.6758136e-05],[9.9988663e-01 0.0000000e+00 0.0000000e+00 2.3564397e-08],[0.5671626  0.         0.         0.18037046],0.0
badd28423f5cc82ef9652e60810783a1bcd6566c,0.0,1.0,0.0071329772,0.88481665,[9.7861481e-01 0.0000000e+00 0.0000000e+00 2.1656168e-05],[9.9991298e-01 0.0000000e+00 0.0000000e+00 1.6574369e-08],[0.57752043 0.         0.         0.17596693],0.0
cfa474386adfd59255b219674084ef66de1b4450,0.0,1.0,0.004545003,0.9053148,[9.7856539e-01 0.0000000e+00 0.0000000e+00 2.2689583e-05],[9.99922991e-01 0.00000000e+00 0.00000000e+00 1.41387675e-08],[0.5704892  0.         0.         0.18179187],0.0
1e10857416d783455745606bea039a1d566f8e96,0.0,1.0,0.0031535625,0.90823877,[9.7845846e-01 0.0000000e+00 0.0000000e+00 5.2088082e-05],[9.9989414e-01 0.0000000e+00 0.0000000e+00 2.4701915e-08],[0.58619213 0.         0.         0.1724477 ],0.0
12c30cd3f64dc22dc9ddc12ab901b4e3e21d8a77,0.0,1.0,0.0056475997,0.8436408,[9.781582e-01 0.000000e+00 0.000000e+00 2.690399e-05],[9.9991643e-01 0.0000000e+00 0.0000000e+00 1.2494579e-08],[0.5695689 0.        0.        0.1732702],0.0
bb23e81245cedd13b8a9e2e7ac3f30a9bc9ae82c,0.0,1.0,0.009920269,0.906003,[9.7806132e-01 0.0000000e+00 0.0000000e+00 1.0550667e-05],[9.9994445e-01 0.0000000e+00 0.0000000e+00 7.0272517e-09],[0.568991   0.         0.         0.18664362],0.0
2db59b662511352ab376ddd4c8143b5fd595c5f6,0.0,1.0,0.006759256,0.73145604,[9.7807556e-01 0.0000000e+00 0.0000000e+00 2.5431322e-05],[9.9990523e-01 0.0000000e+00 0.0000000e+00 2.0309585e-08],[0.5744078  0.         0.         0.17319639],0.0
fd1c975a441aa8860ad307ac9da5914cc4694c62,0.0,1.0,0.004440099,0.90045595,[9.7777915e-01 0.0000000e+00 0.0000000e+00 4.6356108e-05],[9.9990559e-01 0.0000000e+00 0.0000000e+00 1.9681204e-08],[0.57407826 0.         0.         0.1784109 ],0.0
0bc0ee360254e009b46606afd997495720384602,0.0,1.0,0.003750801,0.8892462,[9.7747165e-01 0.0000000e+00 0.0000000e+00 3.4751825e-05],[9.9989295e-01 0.0000000e+00 0.0000000e+00 2.6686040e-08],[0.5678222  0.         0.         0.17568748],0.0
5286e837c497279ad187f9c2e644ad0fddbabcba,0.0,1.0,0.0042045414,0.9148524,[9.7703832e-01 0.0000000e+00 0.0000000e+00 2.5756764e-05],[9.9993396e-01 0.0000000e+00 0.0000000e+00 9.5988231e-09],[0.56400114 0.         0.         0.1806884 ],0.0
f6baa131f1d6ad74a4d2607f1ecabeebca745e10,0.0,1.0,0.0053267777,0.8931547,[9.7696233e-01 0.0000000e+00 0.0000000e+00 2.1010903e-05],[9.9992347e-01 0.0000000e+00 0.0000000e+00 1.2231912e-08],[0.5774739  0.         0.         0.17390814],0.0
8d08671f720b0d27000d9cd80cb4093a1af7be35,0.0,1.0,0.004630029,0.89900064,[9.7680545e-01 0.0000000e+00 0.0000000e+00 2.3101738e-05],[9.9989915e-01 0.0000000e+00 0.0000000e+00 2.1300867e-08],[0.57254314 0.         0.         0.17828375],0.0
9ba53c30c560cb1e8e94508e6c72b73a3dde2901,0.0,1.0,0.0058841705,0.88584185,[9.767839e-01 0.000000e+00 0.000000e+00 1.389823e-05],[9.9993587e-01 0.0000000e+00 0.0000000e+00 9.9329771e-09],[0.56962776 0.         0.         0.1736921 ],0.0
952846fd15314da4a72dd88cada6e8e8a424e224,0.0,1.0,0.0039182007,0.8807075,[9.7680104e-01 0.0000000e+00 0.0000000e+00 3.5872454e-05],[9.9991858e-01 0.0000000e+00 0.0000000e+00 1.5814557e-08],[0.57686347 0.         0.         0.17179547],0.0
c9e4ebffd9c566fd35409cfa47d0f5b73e341dfe,0.0,1.0,0.0046699643,0.9162983,[9.7676623e-01 0.0000000e+00 0.0000000e+00 1.8399052e-05],[9.999368e-01 0.000000e+00 0.000000e+00 8.130668e-09],[0.56444776 0.         0.         0.1841232 ],0.0
a553f5a1e8ca6499f3e730952a9e622e3d1ecc91,0.0,1.0,0.0047275126,0.84822536,[9.7653472e-01 0.0000000e+00 0.0000000e+00 2.8783317e-05],[9.9990487e-01 0.0000000e+00 0.0000000e+00 1.9034376e-08],[0.58211154 0.         0.         0.16756262],0.0
df62903c30235a2fff5837d1142bd134aebfd322,0.0,1.0,0.007087052,0.89626944,[9.7649938e-01 0.0000000e+00 0.0000000e+00 4.3489665e-05],[9.9990559e-01 0.0000000e+00 0.0000000e+00 1.7441103e-08],[0.5764702 0.        0.        0.1762382],0.0
c14438be7cc9a0ed5b886df40ed88eefb983d4c2,0.0,1.0,0.006126702,0.91942465,[9.764431e-01 0.000000e+00 0.000000e+00 7.486401e-06],[9.9993813e-01 0.0000000e+00 0.0000000e+00 8.5735179e-09],[0.55870503 0.         0.         0.19093826],0.0
f5e335559afc4ab324c3f4628463672924f9b275,0.0,1.0,0.006554067,0.8835097,[9.76323187e-01 0.00000000e+00 0.00000000e+00 1.38119385e-05],[9.9992919e-01 0.0000000e+00 0.0000000e+00 1.0838941e-08],[0.5555848 0.        0.        0.1961199],0.0
7f46a4e17b28801c8d4bf8966d1cbdcb69106fc5,0.0,1.0,0.003970802,0.9083818,[9.7609293e-01 0.0000000e+00 0.0000000e+00 1.6574906e-05],[9.9991965e-01 0.0000000e+00 0.0000000e+00 1.2119952e-08],[0.5655753 0.        0.        0.1812611],0.0
18c70661d61ca9dc365f81c103bb22d29304748b,0.0,1.0,0.006662935,0.90181375,[9.7606462e-01 0.0000000e+00 0.0000000e+00 1.1086709e-05],[9.999392e-01 0.000000e+00 0.000000e+00 7.542783e-09],[0.54828304 0.         0.         0.18888155],0.0
a14d333f5b1f5c62f8fca6ab5f6194cb468e3a42,0.0,1.0,0.002716869,0.9132594,[9.7601217e-01 0.0000000e+00 0.0000000e+00 8.9768015e-05],[9.9988997e-01 0.0000000e+00 0.0000000e+00 2.1635035e-08],[0.5865734  0.         0.         0.17272721],0.0
62d9c5b1b553dd2467ec99b02c996132ca72bead,0.0,1.0,0.008504331,0.8883258,[9.7574401e-01 0.0000000e+00 0.0000000e+00 2.7292632e-05],[9.9990189e-01 0.0000000e+00 0.0000000e+00 2.0896897e-08],[0.5775849 0.        0.        0.1704443],0.0
e56d093cd376fafa97d78704ab8117c237d600e2,0.0,1.0,0.0037643313,0.9039141,[9.755879e-01 0.000000e+00 0.000000e+00 5.636176e-05],[9.9990451e-01 0.0000000e+00 0.0000000e+00 1.6987611e-08],[0.5781097  0.         0.         0.17405528],0.0
cce87d7d3944f97f372b2ee0d1915d1d6cdb5e70,0.0,1.0,0.0052282214,0.9057463,[9.753270e-01 0.000000e+00 0.000000e+00 3.101225e-05],[9.9990952e-01 0.0000000e+00 0.0000000e+00 1.6745968e-08],[0.572698   0.         0.         0.17502005],0.0
f5e909d5b4dc055ed4444f2314aee4bb396aea40,0.0,1.0,0.0042089224,0.8834337,[9.7520965e-01 0.0000000e+00 0.0000000e+00 4.0981708e-05],[9.9989140e-01 0.0000000e+00 0.0000000e+00 2.3946646e-08],[0.57536525 0.         0.         0.1772698 ],0.0
a14f66b088c09474905852605c367a734eae3662,0.0,1.0,0.0032771826,0.89836127,[9.7495258e-01 0.0000000e+00 0.0000000e+00 2.7511313e-05],[9.9990940e-01 0.0000000e+00 0.0000000e+00 1.6723495e-08],[0.57615125 0.         0.         0.17600925],0.0
aab6e18a90c48a5114b84d56a41e0818d99bf0c9,0.0,1.0,0.005709946,0.8958328,[9.7492504e-01 0.0000000e+00 0.0000000e+00 4.0222021e-05],[9.9991441e-01 0.0000000e+00 0.0000000e+00 1.3764235e-08],[0.5672808  0.         0.         0.18160053],0.0
8414af7ec5179b3a59ecfd30413eaf165ea94d83,0.0,1.0,0.007082224,0.9193553,[9.749078e-01 0.000000e+00 0.000000e+00 4.656210e-05],[9.9990046e-01 0.0000000e+00 0.0000000e+00 2.0064379e-08],[0.58047813 0.         0.         0.17366262],0.0
aa9c74d71c591eedc4ce370c3b144eb9a23c8ba0,0.0,1.0,0.008311689,0.8289569,[9.7472644e-01 0.0000000e+00 0.0000000e+00 1.7641692e-05],[9.9990737e-01 0.0000000e+00 0.0000000e+00 1.9903666e-08],[0.5686325 0.        0.        0.1793896],0.0
8c05aea5a595b368acfc9a200c208047fe73268a,0.0,1.0,0.0044168234,0.88669187,[9.7440934e-01 0.0000000e+00 0.0000000e+00 2.0833488e-05],[9.9992919e-01 0.0000000e+00 0.0000000e+00 1.1011814e-08],[0.5613398 0.        0.        0.1784094],0.0
db9aaf2e82f8d473cd790493e2b732e67186c6f9,0.0,1.0,0.00663504,0.91869324,[9.7442710e-01 0.0000000e+00 0.0000000e+00 4.8727692e-05],[9.9989986e-01 0.0000000e+00 0.0000000e+00 2.0379634e-08],[0.58080274 0.         0.         0.17335151],0.0
014cd6dae8af47557ca224fe0ba1cbd3de574b5c,0.0,1.0,0.004762143,0.9063214,[9.744241e-01 0.000000e+00 0.000000e+00 6.248327e-05],[9.998989e-01 0.000000e+00 0.000000e+00 2.233674e-08],[0.5799877  0.         0.         0.17151286],0.0
0ceb33bacbc1bb71ad1ed2fe3f4be9ab353d5049,0.0,1.0,0.0053687096,0.8915137,[9.7415143e-01 0.0000000e+00 0.0000000e+00 1.5780333e-05],[9.999136e-01 0.000000e+00 0.000000e+00 1.518058e-08],[0.57897    0.         0.         0.17646137],0.0
126d0eacc781c450b9f598dae9d4c5a37a094210,0.0,1.0,0.0026904643,0.9107283,[9.7389787e-01 0.0000000e+00 0.0000000e+00 7.7674784e-05],[9.998877e-01 0.000000e+00 0.000000e+00 2.676634e-08],[0.58704567 0.         0.         0.17262879],0.0
1c3d88a1ffdcc53577082deec4dfa2a95ed9ad55,0.0,1.0,0.004757583,0.88910097,[9.7363776e-01 0.0000000e+00 0.0000000e+00 2.6410529e-05],[9.9993348e-01 0.0000000e+00 0.0000000e+00 1.0854711e-08],[0.56402004 0.         0.         0.18698725],0.0
767b4dcb457ab1a86af97b32329d947abc05eeec,0.0,1.0,0.0028036833,0.9010071,[9.7360605e-01 0.0000000e+00 0.0000000e+00 3.4160490e-05],[9.999118e-01 0.000000e+00 0.000000e+00 1.840719e-08],[0.58077925 0.         0.         0.1724451 ],0.0
5e3ff73b6d545db4effb38f25e69f56612f0dc3a,0.0,1.0,0.011218607,0.8649604,[9.7357213e-01 0.0000000e+00 0.0000000e+00 1.8487126e-05],[9.999137e-01 0.000000e+00 0.000000e+00 1.699629e-08],[0.57709557 0.         0.         0.17267475],0.0
65da8f26f428c59218f02a520cf1d000311956e1,0.0,1.0,0.0054484606,0.9001201,[9.7337174e-01 0.0000000e+00 0.0000000e+00 4.8899503e-05],[9.9990404e-01 0.0000000e+00 0.0000000e+00 1.9259648e-08],[0.5767374  0.         0.         0.17237753],0.0
bcd01c99a9d1b985dffd16cc68a1a3f694603964,0.0,1.0,0.0016122758,0.9056083,[9.7279376e-01 0.0000000e+00 0.0000000e+00 1.5512654e-05],[9.9990642e-01 0.0000000e+00 0.0000000e+00 1.5739497e-08],[0.56144553 0.         0.         0.18113925],0.0
573f02989983a2c0c63d0e3da1767dd0e45d0d5d,0.0,1.0,0.0056426525,0.8955802,[9.7268778e-01 0.0000000e+00 0.0000000e+00 7.0050715e-05],[9.9989438e-01 0.0000000e+00 0.0000000e+00 2.1034902e-08],[0.5821365  0.         0.         0.17015764],0.0
08a74e9d14d7d40f49a837140f0ddf45f9a848f1,0.0,1.0,0.011348724,0.86665183,[9.7260135e-01 0.0000000e+00 0.0000000e+00 1.8437684e-05],[9.9991596e-01 0.0000000e+00 0.0000000e+00 1.6166588e-08],[0.57594186 0.         0.         0.17377038],0.0
0d244afbbec97c5be131e9e6d0bfddc98f93edbf,0.0,1.0,0.00963214,0.85866714,[9.7230309e-01 0.0000000e+00 0.0000000e+00 7.2645664e-05],[9.998832e-01 0.000000e+00 0.000000e+00 2.768823e-08],[0.5812045  0.         0.         0.16758725],0.0
0ca6925d7cc340978418c9b577622413267d5ecd,0.0,1.0,0.0056649446,0.89277804,[9.722115e-01 0.000000e+00 0.000000e+00 1.627352e-05],[9.9992681e-01 0.0000000e+00 0.0000000e+00 1.2436979e-08],[0.57985216 0.         0.         0.17852177],0.0
4b6176ca5ee7b00872125d24b84e5224d4e6ac7d,0.0,1.0,0.005420685,0.781583,[9.718674e-01 0.000000e+00 0.000000e+00 4.869048e-05],[9.998708e-01 0.000000e+00 0.000000e+00 3.476524e-08],[0.58229995 0.         0.         0.162227  ],0.0
49c6a903730018d49b5232f78ecbe0ff4f93a5d2,0.0,1.0,0.0047750175,0.90277296,[9.7032565e-01 0.0000000e+00 0.0000000e+00 2.3977649e-05],[9.9991333e-01 0.0000000e+00 0.0000000e+00 1.4271008e-08],[0.5746393  0.         0.         0.17592137],0.0
1e82b654b8eb2302d9807fd85275a2626cb7242d,0.0,1.0,0.0017861426,0.8978047,[9.7037125e-01 0.0000000e+00 0.0000000e+00 1.2707572e-04],[9.9984837e-01 0.0000000e+00 0.0000000e+00 3.6676589e-08],[0.592299  0.        0.        0.1666579],0.0
9f5255c50521dd08528556ea13afb5bd275fb01b,0.0,1.0,0.007971972,0.90811074,[9.702234e-01 0.000000e+00 0.000000e+00 5.875651e-05],[9.9989772e-01 0.0000000e+00 0.0000000e+00 2.3254122e-08],[0.57272416 0.         0.         0.17417464],0.0
0cdf2ab46792fa404282b7d7b17ce97d0245f85b,0.0,1.0,0.004434556,0.88425106,[9.7010338e-01 0.0000000e+00 0.0000000e+00 7.1061164e-05],[9.9986589e-01 0.0000000e+00 0.0000000e+00 3.2036553e-08],[0.60159594 0.         0.         0.16078407],0.0
6838dd65e41ab16daafd0e814d48a3ed80b433e0,0.0,1.0,0.002741009,0.8736532,[9.6950352e-01 0.0000000e+00 0.0000000e+00 3.8078055e-05],[9.9989724e-01 0.0000000e+00 0.0000000e+00 2.0203638e-08],[0.5890467  0.         0.         0.16556644],0.0
3a0ae51dde7ad60d6d4694e4240d0068b4edd03f,0.0,1.0,0.016118765,0.910987,[9.6921456e-01 0.0000000e+00 0.0000000e+00 1.1751190e-05],[9.9994004e-01 0.0000000e+00 0.0000000e+00 9.2353982e-09],[0.55291593 0.         0.         0.19385633],0.0
38bf1b4876b61761b788c50dec7749d5e675e8c0,0.0,1.0,0.009327561,0.90187216,[9.6906126e-01 0.0000000e+00 0.0000000e+00 1.4565814e-05],[9.99924302e-01 0.00000000e+00 0.00000000e+00 1.47695784e-08],[0.5684855  0.         0.         0.18825488],0.0
161d84ece926ad2e2dd5ca7603f17e1a473d3061,0.0,1.0,0.0040032566,0.89441407,[9.6902007e-01 0.0000000e+00 0.0000000e+00 4.4488006e-05],[9.9989247e-01 0.0000000e+00 0.0000000e+00 2.3039746e-08],[0.5839225 0.        0.        0.1738946],0.0
9d30345efdb1f5c3c9c91281d805ad6f18ae021b,0.0,1.0,0.003143698,0.89257544,[9.6891427e-01 0.0000000e+00 0.0000000e+00 3.9335086e-05],[9.9990225e-01 0.0000000e+00 0.0000000e+00 1.8612770e-08],[0.58486056 0.         0.         0.17007197],0.0
eb9eadd6c06ffc24c30f74c49311399810b8028e,0.0,1.0,0.0041151047,0.89665926,[9.6883172e-01 0.0000000e+00 0.0000000e+00 2.2472528e-05],[9.9990225e-01 0.0000000e+00 0.0000000e+00 2.1014015e-08],[0.5723369  0.         0.         0.17740752],0.0
2f3976893e266509756146b3bf2b19cdf4d17dc1,0.0,1.0,0.0029756427,0.88245213,[9.6855372e-01 0.0000000e+00 0.0000000e+00 2.9806577e-05],[9.999002e-01 0.000000e+00 0.000000e+00 1.839771e-08],[0.5793311  0.         0.         0.17257605],0.0
555b00ff9d3c21288c4893626c199623a6a86494,0.0,1.0,0.002889514,0.90690535,[9.6853203e-01 0.0000000e+00 0.0000000e+00 2.1932587e-05],[9.9991643e-01 0.0000000e+00 0.0000000e+00 1.2158788e-08],[0.58058494 0.         0.         0.17303158],0.0
55c969139aa209e1f5a9a162494fcfafd9543870,0.0,1.0,0.0066924095,0.9187778,[9.6847856e-01 0.0000000e+00 0.0000000e+00 3.2665284e-05],[9.9992716e-01 0.0000000e+00 0.0000000e+00 1.1898503e-08],[0.5508075 0.        0.        0.1920895],0.0
637f9e58674f758392e472451d2fd7f951445b4d,0.0,1.0,0.0021971166,0.89020216,[9.6843976e-01 0.0000000e+00 0.0000000e+00 2.8989061e-05],[9.9990547e-01 0.0000000e+00 0.0000000e+00 1.7707787e-08],[0.58118373 0.         0.         0.17140882],0.0
8dbe7e1ef49ebbc4289ea6c654c659ac62c7966b,0.0,1.0,0.0042866766,0.91656566,[9.680396e-01 0.000000e+00 0.000000e+00 9.246752e-06],[9.9994397e-01 0.0000000e+00 0.0000000e+00 6.8748136e-09],[0.55584365 0.         0.         0.19411308],0.0
69d6de0d72ac55cc67d83b5e1e81e62c8faebf5c,0.0,1.0,0.0123004615,0.9064679,[9.6718228e-01 0.0000000e+00 0.0000000e+00 3.7929833e-05],[9.9990833e-01 0.0000000e+00 0.0000000e+00 1.8726904e-08],[0.56941336 0.         0.         0.18492566],0.0
85e044e7b5f3a2079a131429f1258c3611d68821,0.0,1.0,0.0041587353,0.887559,[9.6564275e-01 0.0000000e+00 0.0000000e+00 3.7429585e-05],[9.9989045e-01 0.0000000e+00 0.0000000e+00 2.2514014e-08],[0.5832829  0.         0.         0.16982584],0.0
f4bda94980ce7ec7d1918b76e23a83085beb7645,0.0,1.0,0.0053448677,0.7857777,[9.6572155e-01 0.0000000e+00 0.0000000e+00 1.4484703e-04],[9.9987924e-01 0.0000000e+00 0.0000000e+00 2.8698215e-08],[0.56902856 0.         0.         0.18364562],0.0
6f993c525f3d69c3c53f1e95b8354be90ce0c625,0.0,1.0,0.008886069,0.88842845,[9.654920e-01 0.000000e+00 0.000000e+00 2.974686e-05],[9.9988878e-01 0.0000000e+00 0.0000000e+00 2.3571099e-08],[0.5898982  0.         0.         0.16652806],0.0
43a0287b79247af3fb381eb0dc90579638b7d181,0.0,1.0,0.0045595765,0.89251345,[9.6502221e-01 0.0000000e+00 0.0000000e+00 9.5618816e-05],[9.9990213e-01 0.0000000e+00 0.0000000e+00 2.0479982e-08],[0.57990056 0.         0.         0.17036888],0.0
c45911e5f89eaac787e4684edd4579f8eb8b2564,0.0,1.0,0.002575606,0.8796214,[9.6489644e-01 0.0000000e+00 0.0000000e+00 4.7396104e-05],[9.999025e-01 0.000000e+00 0.000000e+00 2.055391e-08],[0.5762528  0.         0.         0.17152366],0.0
3773a854cf52633c5c8edcc690eecf429e444958,0.0,1.0,0.0035390258,0.8852695,[9.6471989e-01 0.0000000e+00 0.0000000e+00 5.9949845e-05],[9.9988234e-01 0.0000000e+00 0.0000000e+00 2.7189051e-08],[0.58745795 0.         0.         0.17093873],0.0
62ded4cee0b35fa073d80f43286b26091ab18e29,0.0,1.0,0.0032533705,0.8795155,[9.64735985e-01 0.00000000e+00 0.00000000e+00 1.05619656e-04],[9.9988484e-01 0.0000000e+00 0.0000000e+00 2.5682994e-08],[0.58806103 0.         0.         0.1661824 ],0.0
d88edebbf8247af207f19294fd7d1514fd220431,0.0,1.0,0.0023668408,0.9167338,[9.643623e-01 0.000000e+00 0.000000e+00 4.973171e-05],[9.9988401e-01 0.0000000e+00 0.0000000e+00 2.2809253e-08],[0.5903743  0.         0.         0.16791745],0.0
600bb2a8b1fd7022994a59d762f77000a1663c50,0.0,1.0,0.004507333,0.87956613,[9.6434981e-01 0.0000000e+00 0.0000000e+00 4.0947747e-05],[9.9991262e-01 0.0000000e+00 0.0000000e+00 1.9279883e-08],[0.5761023  0.         0.         0.17837562],0.0
ce72e03806e47e4991c022155d85e80221b39a8b,0.0,1.0,0.0025449395,0.8594216,[9.6389991e-01 0.0000000e+00 0.0000000e+00 2.9002638e-05],[9.9989676e-01 0.0000000e+00 0.0000000e+00 2.0438858e-08],[0.56960654 0.         0.         0.17420016],0.0
24eb477b93f25fabe002df4016cab2396307cc8a,0.0,1.0,0.004548371,0.9120206,[9.6262980e-01 0.0000000e+00 0.0000000e+00 2.8983099e-05],[9.9991465e-01 0.0000000e+00 0.0000000e+00 1.4616283e-08],[0.57169    0.         0.         0.17598422],0.0
